Date,Open,High,Low,Close,Adj Close,Volume
2013-05-13,64.501427,65.414284,64.5,64.96285999999999,51.158131,79237200
2013-05-14,64.835716,65.028572,63.164288,63.408573,49.934139,111779500
2013-05-15,62.737144,63.0,60.33714300000001,61.264286,48.245514,185403400
2013-05-16,60.462856,62.549999,59.842857,62.082859,48.890137,150801000
2013-05-17,62.721428,62.869999,61.57285699999999,61.894287,48.741631,106976100
2013-05-20,61.701427,63.685715,61.442856000000006,63.27571500000001,49.829514,112894600
2013-05-21,62.592857,63.639999,62.028572,62.80857099999999,49.461632,114005500
2013-05-22,63.435715,64.050003,62.602856,63.049999,49.651764,110759600
2013-05-23,62.278572,63.737144,62.25571400000001,63.162857,49.740635,88255300
2013-05-24,62.978573,63.665714,62.908573,63.592857,50.079258,69041700
2013-05-28,64.271431,64.444283,62.978573,63.062859,49.661892,96536300
2013-05-29,62.85714300000001,63.92856999999999,62.771427,63.564285,50.056763,82644100
2013-05-30,63.664288,64.928574,63.501427,64.511429,50.802635,88379900
2013-05-31,64.64286,65.300003,64.214287,64.247147,50.594505,96075700
2013-06-03,64.389999,64.622856,63.21143000000001,64.388573,50.705879,93088100
2013-06-04,64.745712,64.918571,63.912857,64.187141,50.54725300000001,73182200
2013-06-05,63.664288,64.388573,63.387142,63.58714300000001,50.074745,72647400
2013-06-06,63.638573,63.85714300000001,62.007141,62.637142,49.326622,104233500
2013-06-07,62.35714300000001,63.32,61.824287,63.115715,49.703506,101133900
2013-06-10,63.532856,64.154289,62.400002,62.69857,49.375008,112538300
2013-06-11,62.248573,63.251427,61.902859,62.514286,49.229889,71528100
2013-06-12,62.785713,63.035713,61.64285699999999,61.741428000000006,48.621262,66306800
2013-06-13,61.785713,62.44857,61.25,62.279999,49.045383,71458100
2013-06-14,62.200001,62.327145,61.214287,61.435715,48.380508,67966500
2013-06-17,61.634285,62.242859,61.48,61.714287,48.599884,64853600
2013-06-18,61.651428,62.128571,61.458572,61.681427,48.574009,48756400
2013-06-19,61.628571,61.665714,60.42856999999999,60.42856999999999,47.587383,77735000
2013-06-20,59.900002,60.854286,59.310001,59.548573,46.89439,89327700
2013-06-21,59.784286,60.0,58.299999,59.07143000000001,46.518631,120279600
2013-06-24,58.200001,58.380001,56.864285,57.50571400000001,45.285645,120186500
2013-06-25,57.95714200000001,58.25571400000001,56.97571600000001,57.51857,45.295765,78540700
2013-06-26,57.700001,57.827145,56.52285799999999,56.867142,44.782776,91931000
2013-06-27,57.035713,57.341427,56.220001,56.254284,44.30014,84311500
2013-06-28,55.908573,57.181427,55.55285600000001,56.647144,44.609531,144629100
2013-07-01,57.52714200000001,58.895714,57.317142,58.459999,46.037151,97763400
2013-07-02,58.565716,60.232857,58.495716,59.784286,47.080013,117466300
2013-07-03,60.12285600000001,60.425713,59.63571500000001,60.114285,47.33989,60232200
2013-07-05,60.055714,60.470001,59.335712,59.631428,46.959641,68506200
2013-07-08,60.015713,60.14285699999999,58.664288,59.292858,46.693016,74534600
2013-07-09,59.085712,60.5,58.625713,60.335712,47.514263,88146100
2013-07-10,59.942856000000006,60.685715,59.75,60.104286,47.332012,70351400
2013-07-11,60.421429,61.17856999999999,60.167141,61.041428,48.070004,81573100
2013-07-12,61.092857,61.398571,60.487144,60.93,47.98226500000001,69890800
2013-07-15,60.715714,61.637142,60.685715,61.062859,48.08688400000001,60479300
2013-07-16,60.931427,61.529999,60.59571500000001,61.45714200000001,48.397385,54134500
2013-07-17,61.38571500000001,61.745716,61.174286,61.472858,48.40975200000001,49747600
2013-07-18,61.91143,62.124287,61.515713,61.68,48.57288,54719700
2013-07-19,61.871429000000006,61.99714300000001,60.621429000000006,60.70714200000001,47.806759,67180400
2013-07-22,61.351429,61.39285699999999,60.781429,60.901428,47.95975900000001,51949100
2013-07-23,60.85714300000001,60.994286,59.815716,59.855713,47.136261,92348900
2013-07-24,62.704285,63.512856000000006,62.18,62.93,49.557255,147984200
2013-07-25,62.95714200000001,63.057144,62.258572,62.64285699999999,49.331139,57373400
2013-07-26,62.185715,63.00571400000001,62.048573,62.998573,49.611256,50038100
2013-07-29,62.971428,64.284286,62.88571500000001,63.970001,50.376251,62014400
2013-07-30,64.279999,65.307144,64.175713,64.760002,50.998383,77355600
2013-07-31,64.998573,65.334282,64.204285,64.647141,50.909512,80739400
2013-08-01,65.10714,65.257141,64.751427,65.239998,51.376385,51562700
2013-08-02,65.43,66.121429,65.237144,66.077141,52.035629,68695900
2013-08-05,66.38428499999999,67.238571,66.021431,67.064285,52.813,79713900
2013-08-06,66.860001,67.41285699999999,66.024284,66.464287,52.340504,83714400
2013-08-07,66.257141,66.714287,65.96714,66.425713,52.310131,74714500
2013-08-08,66.26571700000001,66.300003,65.421425,65.858574,54.359478,63944300
2013-08-09,65.519997,65.779999,64.807144,64.921425,53.58595699999999,66716300
2013-08-12,65.26571700000001,66.949997,65.232857,66.76571700000001,55.10821899999999,91108500
2013-08-13,67.27714499999999,70.665718,66.864288,69.938568,57.72708100000001,220485300
2013-08-14,71.12571700000002,72.035713,70.485718,71.214287,58.780064,189093100
2013-08-15,70.91714499999998,71.771431,69.86856800000001,71.129997,58.710487,122573500
2013-08-16,71.449997,71.84857199999998,71.26571700000002,71.761429,59.23167,90576500
2013-08-19,72.048569,73.391426,72.0,72.534286,59.869583,127629600
2013-08-20,72.815712,72.938568,71.545715,71.581429,59.083099,89672100
2013-08-21,71.941429,72.449997,71.599998,71.76571700000002,59.235218,83969900
2013-08-22,72.139999,72.227142,71.171425,71.851425,59.30595400000001,61051900
2013-08-23,71.895714,71.907143,71.335716,71.574287,59.077202,55682900
2013-08-26,71.535713,72.885712,71.5,71.852859,59.307144,82741400
2013-08-27,71.14286,71.78714000000002,69.471428,69.798569,57.61153,106047200
2013-08-28,69.428574,70.828575,69.428574,70.128571,57.883915,76902000
2013-08-29,70.235718,70.928574,70.16143000000001,70.242859,57.97825600000001,59914400
2013-08-30,70.285713,70.421425,69.5,69.602859,57.449993000000006,68074300
2013-09-03,70.442856,71.514282,69.621429,69.79714200000001,57.610348,82982200
2013-09-04,71.36571500000002,71.748573,70.897141,71.24143199999997,58.80246700000001,86258200
2013-09-05,71.464287,71.525711,70.519997,70.752853,58.39920400000001,59091900
2013-09-06,71.205711,71.339996,69.992859,71.174286,58.747047,89881400
2013-09-09,72.14286,72.559998,71.925713,72.309998,59.684464,85171800
2013-09-10,72.314285,72.492859,69.928574,70.66285699999997,58.324913,185798900
2013-09-11,66.715714,67.66999799999999,66.40142800000001,66.815712,55.14950200000001,224674100
2013-09-12,66.928574,67.914284,66.572861,67.52714499999999,55.736702,101012800
2013-09-13,67.048569,67.404289,66.385712,66.414284,54.81815699999999,74708900
2013-09-16,65.85714,65.944283,63.888573,64.302856,53.075378,135926700
2013-09-17,63.994286,65.672859,63.92856999999999,65.045715,53.688538,99845200
2013-09-18,66.168571,66.621429,65.808571,66.382858,54.79221,114215500
2013-09-19,67.242859,67.975716,67.035713,67.471428,55.69072,101135300
2013-09-20,68.285713,68.364288,66.571426,66.772858,55.11411999999999,174825700
2013-09-23,70.871429,70.987144,68.942856,70.091431,57.85325200000001,190526700
2013-09-24,70.697144,70.781425,69.688568,69.871429,57.671673,91086100
2013-09-25,69.885712,69.94856999999999,68.775711,68.790001,56.779057,79239300
2013-09-26,69.428574,69.794289,69.128571,69.459999,57.33207700000001,59305400
2013-09-27,69.111427,69.238571,68.674286,68.964287,56.92292,57010100
2013-09-30,68.178574,68.808571,67.772858,68.10714,56.215424,65039100
